index,title,tags,authors,abstract
2505.20867,"Cohomology, Homotopy, Extensions, and Automorphisms of Nijenhuis Lie Conformal Algebras",['math.RA'],['Sania Asif'],"This paper explores various algebraic and homotopical aspects of Nijenhuis Lie conformal algebras, including their cohomology theory, $\mathcal{L}_\infty$-structures, non-abelian extensions, and automorphism groups. We define the cohomology of a Nijenhuis Lie conformal algebra and relate it to the deformation theory of such structures. We also introduce $2$-term Nijenhuis $\mathcal{L}_\infty$-conformal algebras and establish their correspondence with crossed modules and $3$-cocycles in the cohomology of Nijenhuis Lie conformal algebras. Furthermore, we develop a classification theory for non-abelian extensions of Nijenhuis Lie conformal algebras via the second non-abelian cohomology group. Finally, we study the inducibility problem for automorphisms under such extensions, introducing a Wells-type map and deriving an associated exact sequence."
2505.20865,Some optimal control and shape optimisation problems for bulk-surface cooperative systems,"['math.AP', 'math.OC']","['Andrea Gentile', 'Idriss Mazari-Fouquer', 'Raphaël Prunier']","The goal of this paper is to address some optimal control and shape optimisation problems arising from bulk-surface cooperative systems. The basic model under consideration is the following: letting $Ω$ be a fixed domain, we assume that a population (with density $u$) lives inside $Ω$ and can access some resources $f$, while a second population (with density $v$) lives on the boundary $\partial Ω$ and can access other resources $g$. These two populations are coupled in a cooperative manner by a constant exchange rate at the boundary, leading to a non-standard PDE system that has already been studied in previous works by Bogosel, Giletti and Tellini, for its connection with road-field models. Building on the considerations of the aforementioned previous works, we have two main objectives here: first, investigate the question of optimal resources distribution inside the domain $Ω$ and on the surface $\partial Ω$, i.e. how to spread resources in order to guarantee an optimal survival of the two species. We establish rigid Talenti inequalities and comparison results when $Ω$ is a ball, extending in particular the results of J. J. Langford on symmetrisation for Neumann and Robin problems. Second, when the resources distribution $f$ and $g$ are constant, we provide a partial analysis of the natural shape optimisation problem: which shape $Ω$ maximises the survival rate of the two species? Namely, we show that in certain regimes there can be no optimal shape and, by computing second-order shape derivatives, we investigate the local optimality of the ball."
2505.20856,Calderón-Zygmund estimates for double phase problems with matrix weights,['math.AP'],"['Sun-Sig Byun', 'Yumi Cho', 'Seungjin Ryu']","We establish an optimal Calderón-Zygmund theory for nonuniformly elliptic double phase problems with matrix weights. For $1<p<q<\infty$, $a(\cdot)\in C^{0,α}(Ω)$ ($0<α\le1$), and a symmetric, almost everywhere positive definite matrix weight $\M$ with $|\M(x)|\,|\M(x)^{-1}|\leΛ$ for some constant $Λ\ge 1$ and small $|\log \M|_{\mathrm{BMO}}$, we prove, for every $γ>1$, $$ (|\M F|^p+a(x)|\M F|^q)\in L^γ_{\mathrm{loc}} \;\Longrightarrow\; (|\M Du|^p+a(x)|\M Du|^q)\in L^γ_{\mathrm{loc}}. $$ Our argument combines a freezing of the logarithm of the matrix field, $\log \M$, with a fractional maximal-operator method governed by the Muckenhoupt-Wheeden $\mathcal{A}_{p,s}$ classes (where $1/s=1/p-α/(nq)$). This yields scale-invariant comparison and level-set estimates and precludes Lavrentiev gaps at the sharp threshold $q/p\le 1+α/n$. Our result recovers the identity case $\,\M\equiv {\rm I}_n\,$, i.e., the classical (unweighted) Calderón-Zygmund theory for double-phase problems."
2505.20852,Optimal control of a two-dimensional elliptic equation with exponential nonlinearity and Dirac measure data,['math.OC'],['Vu Huu Nhu'],"This work addresses an optimal control problem for a semilinear elliptic equation in two-dimensional space, characterized by an exponential nonlinearity and a singular source term. The source is modeled as a finite linear combination of Dirac measures concentrated at a fixed set of distinct points. The control variable is a finite-dimensional vector whose components represent the masses assigned to these point sources. 
  Due to the interplay between the exponential nonlinearity and the singular measure data, the state equation is generally ill-posed and admits a unique very weak solution only when the largest component of the control vector does not surpass a certain critical threshold. Consequently, the control-to-state operator might be continuously differentiable only on an open subset of the control space. 
  To derive first-order optimality conditions for the original problem, we introduce a family of regularized problems by imposing box constraints on the control variables. These constraints are chosen such that the admissible control sets of the regularized problems lie entirely within the open subset where the control-to-state operator is smooth. By analyzing the optimality systems associated with the regularized problems and passing to the limit, we obtain necessary optimality conditions for the original, unregularized problem."
2505.20851,Existence of a Sidon set for the distinct distance constant,"['math.CO', 'math.NT']","['Robin Riblet', 'Titien Schehr']","We highlight a certain compactness of Sidon sets and $B_2[g]$-sets and provide several applications. Notably, we prove the existence of such sets that maximize certain functions. In particular, we show the existence of a Sidon set whose reciprocal sum is equal to the distinct distance constant, which answers a question from Guy and Zhang. We also improve the best known upper bound for this constant."
2505.20818,Domain Decomposition Subspace Neural Network Method for Solving Linear and Nonlinear Partial Differential Equations,['math.NA'],"['Zhenxing Fu', 'Hongliang Liu', 'Zhiqiang Sheng', 'Baixue Xing']","This paper proposes a domain decomposition subspace neural network method for efficiently solving linear and nonlinear partial differential equations. By combining the principles of domain decomposition and subspace neural networks, the method constructs basis functions using neural networks to approximate PDE solutions. It imposes $C^k$ continuity conditions at the interface of subdomains, ensuring smoothness across the global solution. Nonlinear PDEs are solved using Picard and Newton iterations, analogous to classical methods. Numerical experiments demonstrate that our method achieves exceptionally high accuracy, with errors reaching up to $10^{-13}$, while significantly reducing computational costs compared to existing approaches, including PINNs, DGM, DRM. The results highlight the method's superior accuracy and training efficiency."
2505.20817,"Convergence of Clipped-SGD for Convex $(L_0,L_1)$-Smooth Optimization with Heavy-Tailed Noise","['math.OC', 'cs.LG']","['Savelii Chezhegov', 'Aleksandr Beznosikov', 'Samuel Horváth', 'Eduard Gorbunov']","Gradient clipping is a widely used technique in Machine Learning and Deep Learning (DL), known for its effectiveness in mitigating the impact of heavy-tailed noise, which frequently arises in the training of large language models. Additionally, first-order methods with clipping, such as Clip-SGD, exhibit stronger convergence guarantees than SGD under the $(L_0,L_1)$-smoothness assumption, a property observed in many DL tasks. However, the high-probability convergence of Clip-SGD under both assumptions -- heavy-tailed noise and $(L_0,L_1)$-smoothness -- has not been fully addressed in the literature. In this paper, we bridge this critical gap by establishing the first high-probability convergence bounds for Clip-SGD applied to convex $(L_0,L_1)$-smooth optimization with heavy-tailed noise. Our analysis extends prior results by recovering known bounds for the deterministic case and the stochastic setting with $L_1 = 0$ as special cases. Notably, our rates avoid exponentially large factors and do not rely on restrictive sub-Gaussian noise assumptions, significantly broadening the applicability of gradient clipping."
2505.20811,Linear-Time Computation of the Frobenius Normal Form for Symmetric Toeplitz Matrices via Graph-Theoretic Decomposition,['math.CO'],"['Hojin Chu', 'Homoon Ryu']","We introduce a linear-time algorithm for computing the Frobenius normal form (FNF) of symmetric Toeplitz matrices by utilizing their inherent structural properties through a graph-theoretic approach. Previous results of the authors established that the FNF of a symmetric Toeplitz matrix is explicitly represented as a direct sum of symmetric irreducible Toeplitz matrices, each corresponding to connected components in an associated weighted Toeplitz graph. Conventional matrix decomposition algorithms, such as Storjohann's method (1998), typically have cubic-time complexity. Moreover, standard graph component identification algorithms, such as breadth-first or depth-first search, operate linearly with respect to vertices and edges, translating to quadratic-time complexity solely in terms of vertices for dense graphs like weighted Toeplitz graphs. Our method uniquely leverages the structural regularities of weighted Toeplitz graphs, achieving linear-time complexity strictly with respect to vertices through two novel reductions: the α-type reduction, which eliminates isolated vertices, and the β-type reduction, applying residue class contractions to achieve rapid structural simplifications while preserving component structure. These reductions facilitate an efficient recursive decomposition process that yields linear-time performance for both graph component identification and the resulting FNF computation. This work highlights how structured combinatorial representations can lead to significant computational gains in symbolic linear algebra."
2505.20803,Telescope conjecture for t-structures over noetherian path algebras,"['math.RT', 'math.AC', 'math.RA']",['Enrico Sabatini'],"Let $RQ$ be the path algebra of a Dynkin quiver $Q$ over a commutative noetherian ring $R$. We show that any homotopically smashing t-structure in the derived category of $RQ$ is compactly generated. We also give a complete description of the compactly generated t-structures in terms of poset homomorphisms from the prime spectrum of the ring $\mathrm{Spec}(R)$ to the poset of filtrations of noncrossing partitions of the quiver $\mathrm{Filt}(\mathbf{Nc}(Q))$. In the case that $R$ is regular, we also get a complete description of the wide subcategories of the category $\mathrm{mod}(RQ)$."
2505.20801,Stochastic Euler Schemes and Dissipative Evolutions in the Space of Probability Measures,"['math.FA', 'math.PR']","['Giulia Cavagnari', 'Giuseppe Savaré', 'Giacomo Enrico Sodini']","We study the convergence of stochastic time-discretization schemes for evolution equations driven by random velocity fields, including examples like stochastic gradient descent and interacting particle systems. Using a unified framework based on Multivalued Probability Vector Fields, we analyze these dynamics at the level of probability measures in the Wasserstein space. Under suitable dissipativity and boundedness conditions, we prove that the laws of the interpolated trajectories converge to those of a limiting evolution governed by a maximal dissipative extension of the associated barycentric field. This provides a general measure-theoretic study for the convergence of stochastic schemes in continuous time."
2505.20799,A note on the improved sparse Hanson-Wright inequalities,['math.PR'],"['Guozheng Dai', 'Yiyun He', 'Ke Wang', 'Yizhe Zhu']","We establish sparse Hanson-Wright inequalities for quadratic forms of sparse $α$-sub-exponential random vectors with exponent parameter $α\in(0, 2]$. In the regime $0< α\le 1$ we derive a refined inequality that is optimal in several canonical models. These results extend the classical Hanson-Wright bound to the sparse setting. Illustrative applications include covariance matrix estimation with incomplete observations, low-rank matrix approximation under the maximum norm with sparsified sketches, and concentration inequalities for sparse $α$-sub-exponential random vectors."
2505.20798,Symmetries of coefficients of three-term relations for basic hypergeometric series,"['math.CA', 'math.RT']",['Yuka Yamaguchi'],"Any three basic hypergeometric series ${}_{2}φ_{1}$ whose respective parameters $a, b, c$ and a variable $x$ are shifted by integer powers of $q$ are linearly related with coefficients that are rational functions of $a, b, c, q$, and $x$. This relation is called a three-term relation for ${}_{2}φ_{1}$. In this paper, we prove that the coefficients of the three-term relation for ${}_{2}φ_{1}$ considered in the author's earlier paper (2022) have ninety-six symmetries, and present explicit formulas describing these symmetries."
2505.20785,Cofinality of Galois Cohomology within Purely Quadratic Graded Algebras,['math.NT'],"['Tamar Bar-On', 'Ido Efrat']","Let $p$ be a prime number. For a field $F$ containing a root of unity of order $p$, let $H^\bullet(F)=H^\bullet(F,\mathbb{F}_p)$ be the mod-$p$ Galois cohomology graded $\mathbb{F}_p$-algebra of $F$. By the Norm Residue Theorem, $H^\bullet(F)$ is a purely quadratic graded-commutative algebra, and is therefore determined by the cup product $\cup\colon H^1(F)\times H^1(F)\to H^2(F)$. We prove that the class of all Galois cohomology algebras $H^\bullet(F)$ is cofinal in the class of all purely quadratic graded-commutative $\mathbb{F}_p$-algebras $A_\bullet$, in the following sense: For every $A_\bullet$ there exists $F$ such that the bilinear map $A_1\times A_1\to A_2$, which determines $A_\bullet$, embeds in the cup product bilinear map $\cup\colon H^1(F)\times H^1(F)\to H^2(F)$. We further provide examples of $\mathbb{F}_p$-bilinear maps which are not realizable by fields $F$ in this way.
  These are related to recent results by Snopce-Zalesskii and Blumer-Quadrelli-Weigel on the Galois theory of pro-$p$ right-angled Artin groups, as well as to a conjecture by Marshall on the possible axiomatization of quadratic form theory of fields."
2505.20778,On Losik classes of diffeomorphism pseudogroups,"['math.DG', 'math.GT']","['Yaroslav V. Bazaikin', 'Yury D. Efremenko', 'Anton S. Galaev']","Let $P$ be a pseudogroup of local diffeomorphisms of an $n$-dimensional smooth manifold $M$. Following Losik we consider characteristic classes of the quotient $M/P$ as elements of the de~Rham cohomology of the second order frame bundles over $M/P$ coming from the generators of the Gelfand-Fuchs cohomology. We provide explicit expressions for the classes that we call Godbillon-Vey-Losik class and the first Chern-Losik class. Reducing the frame bundles we construct bundles over $M/P$ such that the Godbillon-Vey-Losik class is represented by a volume form on a space of dimension $2n+1$, and the first Chern-Losik class is represented by a symplectic form on a space of dimension $2n$. Examples in dimension 2 are considered."
2505.20768,Quasi-Minnaert Resonances in 2D Elastic Wave Scattering with Applications,['math.AP'],"['Huaian Diao', 'Kaixin Lu', 'Ruixiang Tang', 'Weisheng Zhou']","In our earlier work [13], we introduced a novel quasi-Minnaert resonance for three-dimensional elastic wave scattering in the sub-wavelength regime. Therein, we provided a rigorous analysis of the boundary localization and surface resonance phenomena for both the total and scattered waves, achieved through carefully selected incident waves and tailored physical parameters of the elastic medium. In the present study, we focus on quasi-Minnaert resonances in the context of two-dimensional elastic wave scattering. Unlike the 3D case [13], the 2D setting introduces fundamental theoretical challenges stemming from (i) the intrinsic coupling between shear and compressional waves, and (ii) the complex spectral properties of the associated layer potential operators. By combining layer potential techniques with refined asymptotic analysis and strategically designed incident waves, we rigorously establish quasi-Minnaert resonances in both the internal and scattered fields. In addition, the associated stress concentration effects are quantitatively characterized. Notably, the boundary-localized nature of the scattered field reveals potential applications in near-cloaking (via wave manipulation around boundaries). Our results contribute to a more comprehensive framework for studying resonance behaviors in high-contrast elastic systems."
2505.20763,Dislocations in a multi-layered elastic solid with applications to fault and interface identifications,['math.AP'],"['Huaian Diao', 'Hongyu Liu', 'Qingle Meng']","This paper investigates an elastic dislocation problem within a bounded and multi-layered solid governed by the Lamé system. We address the simultaneous reconstruction of the faults, the jumps in displacement and traction fields across the faults, and the interfaces of layers using a single passive boundary measurement. This inverse problem is particularly challenging due to the discontinuities in both the displacement and traction fields across the faults and the inherent difficulty of establishing uniqueness results with limited measurement data. Under the assumptions that the Lamé parameters are piecewise constants within each layer, satisfying strong convexity conditions, and that the faults exhibit corner singularities, we establish local uniqueness identifiability results for both the interfaces and the faults, as well as the jumps across the faults. Furthermore, we derive global uniqueness results for reconstructing the interfaces, the faults, and the corresponding displacement and traction jumps in generic scenarios under a priori geometric information, where the faults are geometrically general and may be either open or closed."
2505.20758,"Ground state solutions of a class of (2,q)-Laplacian Schrödinger equations with inhomogeneous nonlinearity",['math.AP'],"['Ying Huang', 'Tingjian Luo', 'Youde Wang']","In this paper, we systematically investigate the ground state solutions of a class of (2,q)-Laplacian Schrödinger equations with inhomogeneous nonlinearity. By analyzing global and local constrained variational problems, we establish the existence, non-existence, and asymptotic behavior of ground states, addressing the mass-subcritical,mass-critical, and mass-supercritical regimes. As a byproduct, we prove a multiplicity of bound states with prescribed mass. Some of our existence results are sharp. The proofs are based primarily on constrained variational techniques."
2505.20735,"Extended $\mathcal{O}$-operators, Novikov Yang-Baxter equations and post-Novikov algebras",['math.RA'],"['Jianfeng Yu', 'Yanyong Hong']","In this paper, we introduce the definition of extended $\mathcal{O}$-operators on a Novikov algebra $(A,\circ)$ associated to an $A$-bimodule Novikov algebra which is a generalization of the definition of $\mathcal{O}$-operators and show that there are new Novikov algebra structures on the $A$-bimodule Novikov algebra obtained from extended $\mathcal{O}$-operators. We also introduce the definition of post-Novikov algebras and show that there is a close relationship between post-Novikov algebras and $\mathcal{O}$-operators of weight $λ$. The tensor form of extended $\mathcal{O}$-operators is also investigated which leads to the definition of extended Novikov Yang-Baxter equations, which is a generalization of the notion of Novikov Yang-Baxter equations. The relationships between extended $\mathcal{O}$-operators, Novikov Yang-Baxter equations, extended Novikov Yang-Baxter equations and generalized Novikov Yang-Baxter equations are established."
2505.20719,A Nested Krylov Method Using Half-Precision Arithmetic,['math.NA'],"['Kengo Suzuki', 'Takeshi Iwashita']","Low-precision computing is essential for efficiently utilizing memory bandwidth and computing cores. While many mixed-precision algorithms have been developed for iterative sparse linear solvers, effectively leveraging half-precision (fp16) arithmetic remains challenging. This study introduces a novel nested Krylov approach that integrates the flexible GMRES and Richardson methods in a deeply nested structure, progressively reducing precision from double-precision to fp16 toward the innermost solver. To avoid meaningless computations beyond precision limits, the low-precision inner solvers perform only a few iterations per invocation, while the nested structure ensures their frequent execution. Numerical experiments show that using fp16 in the approach directly enhances solver performance without compromising convergence, achieving speedups of up to 1.65x and 2.42x over double-precision and double-single mixed-precision implementations, respectively. Moreover, the proposed method outperforms or matches other standard Krylov solvers, including restarted GMRES, CG, and BiCGStab methods."
2505.20717,Stability and Bifurcation in a Discrete Phytoplankton-Zooplankton Model with Holling-Type Toxic Effects,['math.DS'],['Sobirjon Shoyimardonov'],"In this paper, we investigate a discrete-time phytoplankton-zooplankton model that incorporates a linear predator functional response alongside a Holling-type toxin distribution. Both Holling type II and type III cases are considered, and we derive conditions on the model parameters that guarantee the existence of positive fixed points. We classify all fixed points and analyze their global stability. Furthermore, we establish the occurrence of a Neimark-Sacker bifurcation at the positive fixed point. Theoretical results are supported by numerical simulations, which illustrate the dynamic behavior of the system"
2505.20713,A new class of aesthetic curves based on the self-affinity in equiaffine geometry,['math.DG'],"['Shun Kumagai', 'Kenji Kajiwara']","In this paper, we consider planar curves in equiaffine geometry and present a family of planar curves characterized by a symmetry called the extendable self-affinity (ESA). The ESA has been recognized through the investigation of the symmetry of the log-aesthetic curve (LAC), which has been studied as a reference for designing aesthetic shapes in CAGD and regarded as an analog of Euler's elastica in similarity geometry. Our new class, characterized by the ESA, includes the quadratic curve and the logarithmic spiral, a special case of the LAC. This implies that the new class can be regarded as an alternate class of ``aesthetic curves"" in equiaffine geometry."
2505.20709,Fractional order derivative characterizations of Besov-Morrey type spaces with applications,['math.CV'],"['Chen Lu', 'Mingjin Li', 'Jianren Long']","On the one hand, the fractional order derivative characterization of the Besov-Morrey type space $B_{p}^{K}(s)$ is established by $K$-Carleson measures, and it was also shown that $f \in B_{p}^{K}(s_1) \Leftrightarrow f^{\left(\frac{s_2 - s_1}{p}\right)} \in B_{p}^{K}(s_2)$, which extended the results of Sun et al. on the fractional derivative of Morrey type space. On the other hand, some sufficient conditions for the growth of solutions to linear complex differential equations have been obtained by using $n$th derivative criterion."
2505.20699,Missing faces of neighborly and nearly neighborly polytopes and spheres,['math.CO'],"['Isabella Novik', 'Hailun Zheng']","For a $(d-1)$-dimensional simplicial complex $Δ$ and $1\leq i\leq d$, let $f_{i-1}$ be the number of $(i-1)$-faces of $Δ$ and $m_i$ be the number of missing $i$-faces of $Δ$. In the nineties, Kalai asked for a characterization of the $m$-numbers of simplicial polytopes and spheres -- a problem that remains wide open to this day. Here, we study the $m$-numbers of nearly neighborly and neighborly polytopes and spheres. Specifically, for $d\geq 4$, we obtain a lower bound on $m_{\lfloor d/2\rfloor}$ in terms of $f_0$ and $f_{\lfloor d/2\rfloor-1}$ in the class of all $(\lfloor d/2\rfloor-1)$-neighborly $(d-1)$-spheres. For neighborly spheres, we (almost) characterize the $m$-numbers of $2$-neighborly $4$-spheres, and we show that, for all odd values of $k$, there exists an infinite family of neighborly simplicial $2k$-spheres with $m_{k+1}=0$. Along the way, we provide a simple numerical condition based on the $m$-numbers that allows to establish non-polytopality of some neighborly odd-dimensional spheres."
2505.20696,An Empirical Study of Conjugate Gradient Preconditioners for Solving Symmetric Positive Definite Systems of Linear Equations,['math.NA'],"['Marc A. Tunnell', 'David F. Gleich']","Despite hundreds of papers on preconditioned linear systems of equations, there remains a significant lack of comprehensive performance benchmarks comparing various preconditioners for solving symmetric positive definite (SPD) systems. In this paper, we present a comparative study of 79 matrices using a broad range of preconditioners. Specifically, we evaluate 10 widely used preconditoners across 108 configurations to assess their relative performance against using no preconditioner. Our focus is on preconditioners that are commonly used in practice, are available in major software packages, and can be utilized as black-box tools without requiring significant \textit{a priori} knowledge. In addition, we compare these against a selection of classical methods. We primarily compare them without regards to effort needed to compute the preconditioner. Our results show that symmetric positive definite systems are mostly likely to benefit from incomplete symmetric factorizations, such as incomplete Cholesky (IC). Multigrid methods occasionally do exceptionally well. Simple classical techniques, symmetric Gauss Seidel and symmetric SOR, are not productive. We find that including preconditioner construction costs significantly diminishes the advantages of iterative methods compared to direct solvers; although, tuned IC methods often still outperform direct methods. Additionally, ordering strategies such as approximate minimum degree significantly enhance IC effectiveness. We plan to expand the benchmark with larger matrices, additional solvers, and detailed metrics to provide actionable information on SPD preconditioning."
2505.20690,Controllability of partial differential equations on graphs,"['math.OC', 'math.AP', 'math.SP']","['S. A. Avdonin', 'V. S. Mikhaylov']","We study the boundary control problems for the wave, heat, and Schrödinger equations on a finite graph. We suppose that the graph is a tree (i.e., it does not contain cycles), and on each edge an equation is defined. The control is acting through the Dirichlet condition applied to all or all but one boundary vertices. The exact controllability in $L_2$-classes of controls is proved and sharp estimates of the time of controllability are obtained for the wave equation. The null controllability for the heat equation and exact controllability for the Schrödinger equation in arbitrary time interval are obtained."
2505.20689,Dynamic inverse problem for complex Jacobi matrices,"['math.AP', 'math.SP']","['A. S. Mikhaylov', 'V. S. Mikhaylov']",We consider the inverse dynamic problem for a dynamical system with discrete time associated with a semi-infinite complex Jacobi matrix. We propose two approaches of recovering coefficients from dynamic response operator and answer a question on the characterization of dynamic inverse data.
2505.20668,Eigenstructure inference for high-dimensional covariance with generalized shrinkage inverse-Wishart prior,"['math.ST', 'stat.ME']","['Seongmin Kim', 'Kwangmin Lee', 'Sewon Park', 'Jaeyong Lee']","In multivariate statistics, estimating the covariance matrix is essential for understanding the interdependence among variables. In high-dimensional settings, where the number of covariates increases with the sample size, it is well known that the eigenstructure of the sample covariance matrix is inconsistent. The inverse-Wishart prior, a standard choice for covariance estimation in Bayesian inference, also suffers from posterior inconsistency. To address the issue of eigenvalue dispersion in high-dimensional settings, the shrinkage inverse-Wishart (SIW) prior has recently been proposed. Despite its conceptual appeal and empirical success, the asymptotic justification for the SIW prior has remained limited. In this paper, we propose a generalized shrinkage inverse-Wishart (gSIW) prior for high-dimensional covariance modeling. By extending the SIW framework, the gSIW prior accommodates a broader class of prior distributions and facilitates the derivation of theoretical properties under specific parameter choices. In particular, under the spiked covariance assumption, we establish the asymptotic behavior of the posterior distribution for both eigenvalues and eigenvectors by directly evaluating the posterior expectations for two sets of parameter choices. This direct evaluation provides insights into the large-sample behavior of the posterior that cannot be obtained through general posterior asymptotic theorems. Finally, simulation studies illustrate that the proposed prior provides accurate estimation of the eigenstructure, particularly for spiked eigenvalues, achieving narrower credible intervals and higher coverage probabilities compared to existing methods. For spiked eigenvectors, the performance is generally comparable to that of competing approaches, including the sample covariance."
2505.20657,Sharp Spectral-Cluster Restriction Bounds for Orthonormal Systems,"['math.AP', 'math.SP']","['Changbiao Jian', 'Xing Wang', 'Yakun Xi']","For a smooth $k$-dimensional submanifold $Σ$ of a $d$-dimensional compact Riemannian manifold $M$, we extend the $L^p(Σ)$ restriction bounds of Burq-Gérard-Tzvetkov -- originally proved for individual Laplace--Beltrami eigenfunction -- to arbitrary systems of $L^2(M)$-orthonormal functions. Our bounds are essentially optimal for every triple $(k,d,p)$ with $p\ge2$, except possibly when $ d\ge3,\quad k=d-1,\quad 2\le p\le4. $ This work is inspired by a work of Frank and Sabin, who established analogous $L^p(M)$ bounds for $L^2(M)$-orthonormal systems."
2505.20652,On the set-coloring Ramsey numbers of graphs,['math.CO'],"['Mengya He', 'Yaping Mao']","The \textit{set-coloring Ramsey number} $\mathrm{R}_{r, s}(G_1,G_2,...,G_r)$ is the least $n \in \mathbb{N}$ such that every coloring $χ: E\left(K_n\right) \rightarrow\binom{[r]}{s}$ contains a monochromatic copy of $G_i$, that is, a color $i \in[r]$ such that $i \in χ(e)$ for every $e \in E(G_i)$. If $G_1=G_2=\cdots=G_r=G$, then we write $\mathrm{R}_{r,s}(G)$ for short. In 2022, Le asked to find lower and upper bounds for $\mathrm{R}_{s, t}(G)$ with various kinds of graphs $G$ such as stars, paths, cycles, etc. In this paper, we obtain exact values or bounds for the set-coloring Ramsey numbers of stars, paths, matchings, etc. By Lovász Local Lemma, we give a lower bound for the set-coloring Ramsey number for general graphs."
2505.20632,Edge-transitive token graphs as covers,['math.CO'],"['Sergio G. Gómez-Galicia', 'Octavio B. Zapata-Fonseca']",This paper uses the theory of covering graphs to characterize some of the edge-transitive graphs which can arise as token graphs.
2505.20620,Links on incompressible surfaces and volumes,['math.GT'],['Corbin Reid'],"We consider volumes of two families of links that have been the focus of recent results on geometry, namely weakly generalised alternating (WGA) links and fully augmented links (FAL). Both have known lower bounds on hyperbolic volume in terms of their diagram combinatorics, but less is known about upper bounds. In fact, Kalfagianni and Purcell recently found a family of WGA knots on a compressible surface for which there can be no upper bounds on volume in terms of twist number. They asked if upper volume bounds always exist on incompressible surfaces. We show the answer is no: we find infinite families of WGA and FALs on incompressible surfaces with no upper bound on volume in terms of twist number."
2505.20618,Convergent Operator-Splitting Scheme for Viscosity Solutions: A Foundation for Learning Domain-to-Solution Maps,['math.NA'],['Po-Yi Wu'],"This work introduces and rigorously analyzes a novel operator-splitting finite element scheme for approximating viscosity solutions of a broad class of constrained second-order partial differential equations. By decoupling the primary PDE evolution from the enforcement of constraints, the proposed method combines a stabilized finite element method for spatial discretization with an efficient semi-implicit time-stepping strategy.
  The cornerstone of our analysis is a proof that the scheme satisfies a discrete comparison principle. We demonstrate that under a mild time-step restriction and with appropriate stabilization, the discrete operator yields an M-matrix, which is sufficient to guarantee the scheme's monotonicity and consequent $L^\infty$-stability. These properties -- consistency, stability, and monotonicity -- are shown to be sufficient to prove convergence of the numerical approximation to the unique viscosity solution within the celebrated Barles--Souganidis framework. For solutions with enhanced regularity, we further establish an optimal-order error estimate of $O(Δt + h^2)$.
  The rigorously established stability of the scheme provides a blueprint for a novel Physics-Constrained Neural Operator (PCNO) architecture. We prove that by emulating the scheme's structure, the PCNO can provably break the curse of dimensionality for the challenging class of domain-to-solution mapping problems with complex topological variations, a problem for which standard learning approaches often fail. Numerical experiments for both a Hamilton-Jacobi equation with state constraints and a controlled reaction-diffusion system are presented to validate the theoretical findings and demonstrate the scheme's effectiveness."
2505.20607,Strong Low Degree Hardness for the Number Partitioning Problem,"['math.ST', 'cs.CC', 'cs.DS', 'math.PR']","['Rushil Mallarapu', 'Mark Sellke']","In the number partitioning problem (NPP) one aims to partition a given set of $N$ real numbers into two subsets with approximately equal sum. The NPP is a well-studied optimization problem and is famous for possessing a statistical-to-computational gap: when the $N$ numbers to be partitioned are i.i.d. standard gaussian, the optimal discrepancy is $2^{-Θ(N)}$ with high probability, but the best known polynomial-time algorithms only find solutions with a discrepancy of $2^{-Θ(\log^2 N)}$. This gap is a common feature in optimization problems over random combinatorial structures, and indicates the need for a study that goes beyond worst-case analysis.
  We provide evidence of a nearly tight algorithmic barrier for the number partitioning problem. Namely we consider the family of low coordinate degree algorithms (with randomized rounding into the Boolean cube), and show that degree $D$ algorithms fail to solve the NPP to accuracy beyond $2^{-\widetilde O(D)}$. According to the low degree heuristic, this suggests that simple brute-force search algorithms are nearly unimprovable, given any allotted runtime between polynomial and exponential in $N$. Our proof combines the isolation of solutions in the landscape with a conditional form of the overlap gap property: given a good solution to an NPP instance, slightly noising the NPP instance typically leaves no good solutions near the original one. In fact our analysis applies whenever the $N$ numbers to be partitioned are independent with uniformly bounded density."
2505.20604,Least Squares Model Reduction: A Two-Stage System-Theoretic Interpretation,"['math.OC', 'eess.SY']",['Alberto Padoan'],"Model reduction simplifies complex dynamical systems while preserving essential properties. This paper revisits a recently proposed system-theoretic framework for least squares moment matching. It interprets least squares model reduction in terms of two steps process: constructing a surrogate model to satisfy interpolation constraints, then projecting it onto a reduced-order space. Using tools from output regulation theory and Krylov projections, this approach provides a new view on classical methods. For illustration, we reexamine the least-squares model reduction method by Lucas and Smith, offering new insights into its structure."
2505.20602,Connecting randomized iterative methods with Krylov subspaces,['math.NA'],"['Yonghan Sun', 'Deren Han', 'Jiaxin Xie']","Randomized iterative methods, such as the randomized Kaczmarz method, have gained significant attention for solving large-scale linear systems due to their simplicity and efficiency. Meanwhile, Krylov subspace methods have emerged as a powerful class of algorithms, known for their robust theoretical foundations and rapid convergence properties. Despite the individual successes of these two paradigms, their underlying connection has remained largely unexplored. In this paper, we develop a unified framework that bridges randomized iterative methods and Krylov subspace techniques, supported by both rigorous theoretical analysis and practical implementation. The core idea is to formulate each iteration as an adaptively weighted linear combination of the sketched normal vector and previous iterates, with the weights optimally determined via a projection-based mechanism. This formulation not only reveals how subspace techniques can enhance the efficiency of randomized iterative methods, but also enables the design of a new class of iterative-sketching-based Krylov subspace algorithms. We prove that our method converges linearly in expectation and validate our findings with numerical experiments."
