index,title,tags,authors,abstract
2504.08293,Skew Plücker Relations,"['nlin.SI', 'math-ph', 'doi', '10.3842/SIGMA.2025.080']","['Kazuya Aokage', 'Eriko Shinkawa', 'Hiro-Fumi Yamada']",Schur functions satisfy the relative Plücker relations which describe the projective embedding of the flag varieties and the Hirota bilinear equations for the modified KP hierarchies. These relative Plücker relations are generalized to the skew Schur functions.
2504.07778,Active Matter Flocking via Predictive Alignment,"['cond-mat.soft', 'nlin.AO']","['Julian Giraldo-Barreto', 'Viktor Holubec']","Understanding collective self-organization in active matter, such as bird flocks and fish schools, remains a grand challenge in physics. Interactions that induce alignment are essential for flocking; however, alignment alone is generally insufficient to maintain group cohesion in the presence of noise, leading traditional models to introduce artificial boundaries or explicit attractive forces. Here, we propose a model that achieves cohesive flocking through purely alignment-based interactions by introducing predictive alignment, in which agents reorient to maximize alignment with the prevailing orientations of their anticipated future neighbors. Implemented in a discrete-time Vicsek-type framework, this approach delivers robust, noise-resistant cohesion without additional parameters. In the stable regime, flock size scales linearly with interaction radius, remaining nearly immune to noise or propulsion speed, and the group coherently follows a leader under noise. These findings reveal how predictive strategies enhance self-organization, paving the way for a new class of active matter models blending physics and cognitive-like dynamics."
2504.07721,From empirical brain networks towards modeling music perception -- a perspective,"['q-bio.NC', 'nlin.AO']",['Jakub Sawicki'],"This perspective article investigates how auditory stimuli influence neural network dynamics using the FitzHugh-Nagumo (FHN) model and empirical brain connectivity data. Results show that synchronization is sensitive to both the frequency and amplitude of auditory input, with synchronization enhanced when input frequencies align with the system's intrinsic frequencies. Increased stimulus amplitude broadens the synchronization range governed by a delicate interplay involving the network's topology, the spatial location of the input, and the frequency characteristics of the cortical input signals. This perspective article also reveals that brain activity alternates between synchronized and desynchronized states, reflecting critical dynamics and phase transitions in neural networks. Notably, gamma-band synchronization is crucial for processing music, with coherence peaking in this frequency range. The findings emphasize the role of structural connectivity and network topology in modulating synchronization, providing insights into how music perception engages brain networks. This perspective article offers a computational framework for understanding neural mechanisms in music perception, with potential implications for cognitive neuroscience and music psychology."
2504.07446,A mass conserved reaction-diffusion system reveals switching between coexisting polar and oscillatory cell motility states,"['nlin.PS', 'q-bio.CB', 'doi', '10.1063/5.0274689']","['Jack M. Hughes', 'Cristina Martinez-Torres', 'Carsten Beta', 'Leah Edelstein-Keshet', 'Arik Yochelis']","Motile eukaryotic cells display distinct modes of migration that often occur within the same cell type. It remains unclear, however, whether transitions between the migratory modes require changes in external conditions, or whether the different modes are coexisting states that emerge from the underlying signaling network. Using a simplified mass-conserved reaction-diffusion model of small GTPase signaling with F-actin mediated feedback, we uncover a distinct bistable mechanism (involving gradient-like phase-separation and traveling waves) and a regime where a polarized mode of migration coexists with spatiotemporal oscillations; the latter, in larger domains, including in three-dimensional surface geometry, result in disordered patterns even in the absence of noise or shape deformations. Indeed, experimental observations of D. discoideum show that, upon collision with a rigid boundary, cells may switch from polarized to disordered motion."
2504.07374,Bubbling in Oscillator Networks,['nlin.CD'],"['G. Tirabassi', 'R. de Palma Aristides', 'C. Masoller', 'D. J. Gauthier']","A network of coupled time-varying systems, where individual nodes are interconnected through links, is a modeling framework widely used by many disciplines. For identical nodes displaying a complex behavior known as chaos, clusters of nodes or the entire network can synchronize for a range of coupling strengths. Here, we demonstrate that small differences in the nodes give rise to desynchronization events, known as bubbling, in regimes where synchronization is expected. Thus, small unit heterogeneity in all real systems has an unexpected and outsized effect on the network dynamics. We present a theoretical analysis of bubbling in chaotic oscillator networks and predict when bubble-free behavior is expected. Our work demonstrates that the domain of network synchronization is much smaller than expected and is replaced by epochs of synchronization interspersed with extreme events. Our findings have important implications for real-world systems where synchronized behavior is crucial for system functionality."
2504.07270,Instability of anchored spirals in geometric flows,"['nlin.PS', 'math.AP']","['Anthony Cortez', 'Nan Li', 'Nathan Mihm', 'Alice Xu', 'Xiaoxing Yu', 'Arnd Scheel']","We investigate existence, stability, and instability of anchored rotating spiral waves in a model for geometric curve evolution. We find existence in a parameter regime limiting on a purely eikonal curve evolution. We study stability and instability both theoretically in this limiting regime and numerically, finding both oscillatory, at first convective instability, and saddle-node bifurcations. Our results in particular shed light onto instability of spiral waves in reaction-diffusion systems caused by an instability of wave trains against transverse modulations."
2504.07221,Reservoir Computing with a Single Oscillating Gas Bubble: Emphasizing the Chaotic Regime,"['nlin.CD', 'cs.LG', 'cs.NE', 'physics.flu-dyn']","['Hend Abdel-Ghani', 'A. H. Abbas', 'Ivan S. Maksymov']","The rising computational and energy demands of artificial intelligence systems urge the exploration of alternative software and hardware solutions that exploit physical effects for computation. According to machine learning theory, a neural network-based computational system must exhibit nonlinearity to effectively model complex patterns and relationships. This requirement has driven extensive research into various nonlinear physical systems to enhance the performance of neural networks. In this paper, we propose and theoretically validate a reservoir computing system based on a single bubble trapped within a bulk of liquid. By applying an external acoustic pressure wave to both encode input information and excite the complex nonlinear dynamics, we showcase the ability of this single-bubble reservoir computing system to forecast complex benchmarking time series and undertake classification tasks with high accuracy. Specifically, we demonstrate that a chaotic physical regime of bubble oscillation proves to be the most effective for this kind of computations."
2504.07175,Self-organisation of common good usage and an application to Internet services,"['cs.MA', 'cs.GT', 'cs.NI', 'nlin.AO']","['Diogo L. Pires', 'Vincenzo Mancuso', 'Paolo Castagno', 'Marco Ajmone Marsan']","Natural and human-made common goods present key challenges due to their susceptibility to degradation, overuse, or congestion. We explore the self-organisation of their usage when individuals have access to several available commons but limited information on them. We propose an extension of the Win-Stay, Lose-Shift (WSLS) strategy for such systems, under which individuals use a resource iteratively until they are unsuccessful and then shift randomly. This simple strategy leads to a distribution of the use of commons with an improvement against random shifting. Selective individuals who retain information on their usage and accordingly adapt their tolerance to failure in each common good improve the average experienced quality for an entire population. Hybrid systems of selective and non-selective individuals can lead to an equilibrium with equalised experienced quality akin to the ideal free distribution. We show that these results can be applied to the server selection problem faced by mobile users accessing Internet services and we perform realistic simulations to test their validity. Furthermore, these findings can be used to understand other real systems such as animal dispersal on grazing and foraging land, and to propose solutions to operators of systems of public transport or other technological commons."
2504.07136,The spectrum of magnetized turbulence in the interstellar medium,"['astro-ph.GA', 'astro-ph.SR', 'nlin.CD', 'physics.comp-ph', 'doi', '10.1038/s41550-025-02551-5']","['James R. Beattie', 'Christoph Federrath', 'Ralf S. Klessen', 'Salvatore Cielo', 'Amitava Bhattacharjee']","The interstellar medium (ISM) of our Galaxy is magnetized, compressible and turbulent, influencing many key ISM properties, like star formation, cosmic ray transport, and metal and phase mixing. Yet, basic statistics describing compressible, magnetized turbulence remain uncertain. Utilizing grid resolutions up to $10,080^3$ cells, we simulate highly-compressible, magnetized ISM-style turbulence with a magnetic field maintained by a small-scale dynamo. We measure two coexisting kinetic energy cascades, $\mathcal{E}_{\rm kin}(k) \propto k^{-n}$, in the turbulence, separating the plasma into scales that are non-locally interacting, supersonic and weakly magnetized $(n=2.01\pm 0.03\approx 2)$ and locally interacting, subsonic and highly magnetized $(n=1.465\pm 0.002\approx 3/2)$, where $k$ is the wavenumber. We show that the $3/2$ spectrum can be explained with scale-dependent kinetic energy fluxes and velocity-magnetic field alignment. On the highly magnetized modes, the magnetic energy spectrum forms a local cascade $(n=1.798\pm 0.001\approx 9/5)$, deviating from any known \textit{ab initio} theory. With a new generation of radio telescopes coming online, these results provide a means to directly test if the ISM in our Galaxy is maintained by the compressible turbulent motions from within it."
2504.07059,Forcing mass transfer approach in multicomponent miscible mixtures using the lattice Boltzmann method,"['physics.flu-dyn', 'nlin.CG', 'doi', '10.1016/j.ces.2025.121566']","['R. G. C. Lourenço', 'P. H. Constantino', 'F. W. Tavares']","While the lattice Boltzmann method (LBM) has proven robust in areas like general fluid dynamics, heat transfer, and multiphase modeling, its application to mass transfer has been limited. Current modeling strategies often oversimplify the complexities required for accurate and realistic mass transfer simulations in multicomponent miscible mixtures involving external forces. We propose a forcing approach within the explicit velocity-difference LBM framework to address these limitations. Our approach recovers the macroscopic mass conservation equations, the Navier-Stokes equation with external forcing term, and the full Maxwell-Stefan equation for ideal mixtures at low Knudsen numbers. A novel boundary scheme for impermeable solid walls is also suggested to ensure proper mass conservation while effectively managing the spatial interpolations required for multicomponent mixtures with varying molecular masses. We demonstrated the physical consistency and accuracy of the proposed forcing approach through simulations of the ultracentrifuge separation of uranium isotopes and the Loschmidt tube with gravitational effects. Our approach encompasses advanced modeling of species dynamics influenced by force fields, such as those encountered in geological CO$_2$ sequestration in aquifers and oil reservoirs under gravitational fields."
2504.07034,Low Regularity of Self-Similar Solutions of Two-Dimensional Riemann problems with Shocks for the Isentropic Euler system,"['math.AP', 'math-ph', 'nlin.PS', 'physics.flu-dyn']","['Gui-Qiang G. Chen', 'Mikhail Feldman', 'Wei Xiang']","We are concerned with the low regularity of self-similar solutions of two-dimensional Riemann problems for the isentropic Euler system. We establish a general framework for the analysis of the local regularity of such solutions for a class of two-dimensional Riemann problems for the isentropic Euler system, which includes the regular shock reflection problem, the Prandtl reflection problem, the Lighthill diffraction problem, and the four-shock Riemann problem. We prove that it is not possible that both the density and the velocity are in $H^1$ in the subsonic domain for the self-similar solutions of these problems in general. This indicates that the self-similar solutions of the Riemann problems with shocks for the isentropic Euler system are of much more complicated structure than those for the Euler system for potential flow; in particular, the density and the velocity are not necessarily continuous in the subsonic domain. The proof is based on a regularization of the isentropic Euler system to derive the transport equation for the vorticity, a renormalization argument extended to the case of domains with boundary, and DiPerna-Lions-type commutator estimates."
2504.06883,"The Dirac Equation, Mass and Arithmetic by Permutations of Automaton States","['quant-ph', 'math-ph', 'nlin.CG', 'doi', '10.3390/e27040395']",['Hans-Thomas Elze'],"The cornerstones of the Cellular Automaton Interpretation of Quantum Mechanics are its underlying ontological states that evolve by permutations. They do not create would-be quantum mechanical superposition states. We review this with a classical automaton consisting of an Ising spin chain which is then related to the Weyl equation in the continuum limit. Based on this and generalizing, we construct a new ``Necklace of Necklaces'' automaton with a torus-like topology that lends itself to represent the Dirac equation in 1 + 1 dimensions. Special attention has to be paid to its mass term, which necessitates this enlarged structure and a particular scattering operator contributing to the step-wise updates of the automaton. As discussed earlier, such deterministic models of discrete spins or bits unavoidably become quantum mechanical, when only slightly deformed."
2504.06871,Two types of elliptic dark soliton solutions for the Hirota equation,['nlin.SI'],"['Qiaofeng Huang', 'Xuan Sun']","We primarily study concave-downward and convex-upward types of elliptic dark soliton solutions for the Hirota equation, exhibiting a concave-downward shape on both upper and lower envelope surfaces and showing a convex-upward shape on the lower envelope surface, respectively. By analyzing the supremum and infimum of solutions, we provide the existence conditions for these two types of elliptic dark solitons. Additionally, we study two-elliptic dark soliton solutions combining both types with the same velocity and investigate the elastic collisions between these two types of solutions with different velocities."
2504.06574,Uncovering influence of football players' behaviour on team performance in ball possession through dynamical modelling,"['physics.soc-ph', 'nlin.AO']","['Hidemasa Ishii', 'Yohei Takai', 'Yuichiro Marui', 'Yoshihiro Yamazaki', 'Yusuke Kato', 'Hiroshi Kori']","A quest for uncovering influence of behaviour on team performance involves understanding individual behaviour, interactions with others and environment, variations across groups, and effects of interventions. Although insights into each of these areas have accumulated in sports science literature on football, it remains unclear how one can enhance team performance. We analyse influence of football players' behaviour on team performance in three-versus-one ball possession game by constructing and analysing a dynamical model. We developed a model for the motion of the players and the ball, which mathematically represented our hypotheses on players' behaviour and interactions. The model's plausibility was examined by comparing simulated outcomes with our experimental result. Possible influences of interventions were analysed through sensitivity analysis, where causal effects of several aspects of behaviour such as pass speed and accuracy were found. Our research highlights the potential of dynamical modelling for uncovering influence of behaviour on team effectiveness."
2504.06489,Fractional Bloch oscillations,['nlin.PS'],['Mario I. Molina'],"We examine the effect of fractionality on the bloch oscillations (BO) of a 1D tight-binding lattice when the discrete Laplacian is replaced by its fractional form. We obtain the eigenmodes and the dynamic propagation of an initially localized excitation in closed form as a function of the fractional exponent and the strength of the external potential. We find an oscillation period equal to that of the non-fractional case. The participation ratio is computed in closed form and it reveals that localization of the modes increases with a deviation from the standard case, and with an increase of the external constant field. When nonlinear effects are included, a competition between the tendency to Bloch oscillate, and the trapping tendency typical of the Kerr effect is observed, which ultimately obliterates the BO in the limit of large nonlinearity."
2504.06360,Quantum hydrodynamics of a polariton fluid: pure energy relaxation terms,"['cond-mat.mes-hall', 'nlin.PS', 'quant-ph', 'doi', '10.1103/1m12-wvk8']","['D. A. Saltykova', 'A. V. Yulin', 'I. A. Shelykh']","Cavity polaritons, hybrid half-light half-matter excitations in quantum microcavities in the strong-coupling regime demonstrate clear signatures of quantum collective behavior, such as analogues of Bose-Einstein condensate and superfluidity at remarkably high temperatures. The analysis of the formation of these states demands an account of the relaxation processes in the system. Although there are well-established approaches for the description of some of them, such as finite lifetime polariton, an external optical pump, and coupling with an incoherent excitonic reservoir, the treatment of pure energy relaxation in a polariton fluid still remains a puzzle. Here, based on the quantum hydrodynamics approach, we derive the corresponding equations where the energy relaxation term appears naturally. We analyze in detail how it affects the dynamics of polariton droplets and the dispersion of elementary excitations of a uniform polariton condensate. Although we focus on the case of cavity polaritons, our approach can be applied to other cases of bosonic condensates, where the processes of energy relaxation play an important role."
2504.06248,"Kuramoto meets Koopman: Constants of motion, symmetries, and network motifs","['nlin.AO', 'math-ph', 'nlin.SI']","['Vincent Thibeault', 'Benjamin Claveau', 'Antoine Allard', 'Patrick Desrosiers']","Using spectral properties of the Koopman generator, we derive necessary and sufficient conditions for the existence of distinct constants of motion in the Kuramoto model with heterogeneous phase lags on any weighted, directed, signed graph. We also identify Lie symmetries that generate new constants of motion. These results reveal a broad class of network motifs that support conserved quantities and how a leader drives a group of conformist-contrarian oscillators to reach periodic states with higher average synchrony or even perfect synchrony."
2504.06209,The Work Capacity of Channels with Memory: Maximum Extractable Work in Percept-Action Loops,"['cs.LG', 'cond-mat.stat-mech', 'cs.IT', 'nlin.AO', 'nlin.CD', 'quant-ph']","['Lukas J. Fiderer', 'Paul C. Barth', 'Isaac D. Smith', 'Hans J. Briegel']","Predicting future observations plays a central role in machine learning, biology, economics, and many other fields. It lies at the heart of organizational principles such as the variational free energy principle and has even been shown -- based on the second law of thermodynamics -- to be necessary for reaching the fundamental energetic limits of sequential information processing. While the usefulness of the predictive paradigm is undisputed, complex adaptive systems that interact with their environment are more than just predictive machines: they have the power to act upon their environment and cause change. In this work, we develop a framework to analyze the thermodynamics of information processing in percept-action loops -- a model of agent-environment interaction -- allowing us to investigate the thermodynamic implications of actions and percepts on equal footing. To this end, we introduce the concept of work capacity -- the maximum rate at which an agent can expect to extract work from its environment. Our results reveal that neither of two previously established design principles for work-efficient agents -- maximizing predictive power and forgetting past actions -- remains optimal in environments where actions have observable consequences. Instead, a trade-off emerges: work-efficient agents must balance prediction and forgetting, as remembering past actions can reduce the available free energy. This highlights a fundamental departure from the thermodynamics of passive observation, suggesting that prediction and energy efficiency may be at odds in active learning systems."
2504.06187,Scaling Invariance: A Gateway to Phase Transitions,['nlin.CD'],['Edson D. Leonel'],"We explore the concept of scaling invariance in a type of dynamical systems that undergo a transition from order (regularity) to disorder (chaos). The systems are described by a two-dimensional, nonlinear mapping that preserves the area in the phase space. The key variables are the action and the angle, as usual from Hamiltonian systems. The transition is influenced by a control parameter giving the form of the order parameter. We observe a scaling invariance in the average squared action within the chaotic region, providing evidence that this change from regularity (integrability) to chaos (non-integrability) is akin to a second-order or continuous phase transition. As the order parameter approaches zero, its response against the variation of the control parameter (susceptibility) becomes increasingly pronounced (indeed diverging), resembling a phase transition. These findings could not be obtained without a seminal paper on Phys. Rev. Lett. {\bf 2004}, {\em 93}, 014101."
2504.05944,Laminar chaos in systems with random and chaotically time-varying delay,['nlin.CD'],"['David Müller-Bender', 'Rahil N. Valani']","A type of chaos called laminar chaos was found in singularly perturbed dynamical systems with periodically [Phys. Rev. Lett. 120, 084102 (2018)] and quasiperiodically [Phys. Rev. E 107, 014205 (2023)] time-varying delay. Compared to high-dimensional turbulent chaos that is typically found in such systems with large constant delay, laminar chaos is a very low-dimensional phenomenon. It is characterized by a time series with nearly constant laminar phases that are interrupted by irregular bursts, where the intensity level of the laminar phases varies chaotically from phase to phase. In this paper, we demonstrate that laminar chaos, and its generalizations, can also be observed in systems with random and chaotically time-varying delay. Moreover, while for periodic and quasiperiodic delays the appearance of (generalized) laminar chaos and turbulent chaos depends in a fractal manner on the delay parameters, it turns out that short-time correlated random and chaotic delays lead to (generalized) laminar chaos in almost the whole delay parameter space, where the properties of circle maps with quenched disorder play a crucial role. It follows that introducing such a delay variation typically leads to a drastic reduction of the dimension of the chaotic attractor of the considered systems. We investigate the dynamical properties and generalize the known methods for detecting laminar chaos in experimental time series to random and chaotically time-varying delay."
2504.05816,Solitons of the constrained Schrödinger equations,"['nlin.SI', 'math-ph', 'doi', '10.1088/2399-6528/ae0b2b']",['V. E. Vekslerchik'],We consider the linear vector Schrödinger equation subjected to quadratic constraints. We demonstrate that the resulting nonlinear system is closely related to the Ablowitz-Ladik hierarchy and use this fact to derive the N-soliton solutions for the discussed model. As an example of application of these results we present solitons of some vector nonlinear Schrödinger equation with gradient nonlinearity.
2504.05733,The evolution of a curve induced by the Pohlmeyer-Lund-Regge equation,"['math.DG', 'nlin.SI']","['Shimpei Kobayashi', 'Yuhei Kogo', 'Nozomu Matsuura']","This paper investigates the evolution of space curves governed by the Pohlmeyer-Lund-Regge (PLR) equation, an integrable extension of the sine-Gordon equation. We examine a specific type of curve evolution, known as the Lund-Regge evolution, and derive its representation in the Frenet frame. We show the Frenet frame evolution aligns with the Lax system of the PLR equation and develop a construction method for curve families via the Sym formula. In conclusion, we describe the Lund-Regge evolution corresponding the Date multi-soliton solutions to the PLR equation, with illustrations of curves and surfaces."
2504.05653,How communities shape epidemic spreading: A hierarchically structured metapopulation perspective,"['physics.soc-ph', 'nlin.AO']","['Haoyang Qian', 'Malbor Asllani']","Recent outbreaks of COVID-19, Zika, Ebola, and influenza have renewed interest in advancing epidemic models to better reflect the complexities of disease spreading. Modern approaches incorporate social norms, mobility patterns, and heterogeneous community structures to capture the interplay between social and biological dynamics. This study examines epidemic propagation in hierarchically structured metapopulation networks, where individuals interact within localized communities -- such as schools, workplaces, and theaters -- and diffuse across them. Using mean-field averaging, we derive a scaling law linking contagion rates to the mean connectivity degree, while stability analysis identifies thresholds for infection surges. In networks with heterogeneous mean degrees, spectral perturbation theory reveals how structural variability accelerates and amplifies disease spreading. We find that nodes with above-average degrees are not only infected earlier but also act as key outbreak drivers. Framing epidemic dynamics as a continuous phase transition, we apply pattern formation theory to show that the critical eigenvectors governing system stability are shaped by the network's degree distribution. Crucially, by analyzing Laplacian eigenvector localization, we uncover a one-to-one correspondence between community infection densities and the entries of the critical eigenvector -- revealing how internal community structure directly shapes global infection patterns. This work provides a systematic framework for understanding and predicting epidemic dynamics in structured populations, while highlighting the fundamental role of community organization."
2504.05524,Natural convection in a vertical channel. Part 3. Bifurcations of many (additional) unstable periodic orbits and their dynamical relevance,"['physics.flu-dyn', 'nlin.CD', 'nlin.PS']","['Zheng Zheng', 'Laurette S. Tuckerman', 'Tobias M. Schneider']","Vertical thermal convection system exhibits weak turbulence and spatio-temporally chaotic behaviour. In this system, we report seven equilibria and 26 periodic orbits, all new and linearly unstable. These orbits, together with four previously studied in Zheng et al. (2024b) bring the number of periodic orbit branches computed so far to 30, all solutions to the fully non-linear three-dimensional Navier--Stokes equations. These new invariant solutions capture intricate spatio-temporal flow patterns including straight, oblique, wavy, skewed and distorted convection rolls, as well as bursts and defects in rolls. These interesting and important fluid mechanical processes in a small flow unit are shown to appear locally and instantaneously in a chaotic simulation in a large domain. Most of the solution branches show rich spatial and/or spatio-temporal symmetries. The bifurcation-theoretic organisation of these solutions is discussed; the bifurcation scenarios include Hopf, pitchfork, saddle--node, period-doubling, period-halving, global homoclinic and heteroclinic bifurcations, as well as isolas. These orbits are shown to be able to reconstruct statistically the core part of the attractor, and these results may pave the way to quantitatively describing transitional fluid turbulence using periodic orbit theory."
2504.05512,Improving the prediction of spatio-temporal chaos by combining parallel reservoir computing with dimensionality reduction,"['nlin.CD', 'physics.comp-ph']","['Luk Fleddermann', 'Ulrich Parlitz', 'Gerrit Wellecke']","Reservoir computers can be used to predict time series generated by spatio-temporal chaotic systems. Using multiple reservoirs in parallel has shown improved performances for these predictions, by effectively reducing the input dimensionality of each reservoir. Similarly, one may further reduce the dimensionality of the input data by transforming to a lower-dimensional latent space. Combining both approaches, we show that using dimensionality-reduced latent space predictions for parallel reservoir computing not only reduces computational costs, but also leads to better prediction results for small to medium reservoir sizes. In the combined approach we further demonstrate that dimensionality reduction improves small-reservoir predictions regardless of noise contaminating the training data. The benefit of dimensionality-reduced parallel reservoir computing is illustrated and evaluated on the basis of the prediction of the one-dimensional Kuramoto-Sivashinsky equation."
2504.05260,Manipulating phases in many-body interacting systems with subsystem resetting,"['cond-mat.stat-mech', 'nlin.AO', 'doi', '10.1103/np7q-hxld']","['Anish Acharya', 'Rupak Majumder', 'Shamik Gupta']","Stabilizing thermodynamically unstable phases in many-body systems, such as suppressing pathological neuronal synchronization in Parkinson's disease or maintaining magnetic order across broad temperature ranges, remains a persistent challenge. In traditional approaches, such phases are stabilized through intervening in the dynamics of all system constituents or introducing additional interactions. Here, we offer a hitherto-unexplored alternative, namely, subsystem resetting, whereby intervention in the dynamics of only a part of the system, and that too only occasionally in time, is implemented through resetting its state to a reset configuration. Just playing with a few parameters, e.g., the nature of the reset configuration and the size of the reset subsystem, one achieves a remarkable and robust control over the phase diagram of the bare dynamics. We demonstrate that these universal effects span a wide variety of scenarios, including equilibrium and non-equilibrium, mean-field and non-mean-field dynamics, with and without quenched disorder. Despite the challenges posed by memory effects, we obtain explicit analytical predictions, validated by simulations."
2504.04999,On Separation of Variables for Symmetric Spaces of Rank1,"['math.DG', 'math-ph', 'math.DS', 'nlin.SI']","['Alexey Bolsinov', 'Holger R. Dullin', 'Vladimir. S. Matveev', 'Yury Nikolayevsky']","We study existence and nonexistence of diagonal and separating coordinates for Riemannian symmetric spaces of rank 1. We generalize the results of Gauduchon and Moroianu, 2020, by showing that a symmetric space of rank 1 has diagonal coordinates if and only if it has constant sectional curvature. This implies that orthogonal separation of variables on a symmetric space of rank 1 is possible only in the constant sectional curvature case. We show that on the complex projective space $\mathbb{C}P^n$ and on complex hyperbolic space $\mathbb{C}H^n$, with $n\ge 2$, separating coordinates necessarily have precisely $n$ ignorable coordinates.
  In view of results of Boyer et al, 1983 and 1985, and later results of Winternitz et al, 1994, this completes the description of separation of variables on $\mathbb{C}P^n$ for all $n$ and on $\mathbb{C}H^n$ for $n=2,3$."
2504.04948,Physics for the environment and sustainable development,"['nlin.CD', 'doi', '10.1088/978-0-7503-6342-6ch6']","['Jürgen Kurths', 'Ankit Agarwal', 'Ugur Öztürk', 'Shubham Sharma', 'Norbert Marwan', 'Deniz Eroglu']","A reliable understanding of the Earth system is essential for the life quality of modern society. Natural hazards are the cause of most life and resource losses. The ability to define the conditions for a sustainable development of humankind, to keep the Earth system within the boundaries of habitable states, or to predict critical transitions and events in the dynamics of the Earth system are crucial to mitigate and adapt to Earth system related events and changes (e.g., volcanic eruptions, earthquakes, climate change) and to avert the disastrous consequences of natural hazards. In this chapter, we discuss key concepts from nonlinear physics and show that they enable us to treat challenging problems of Earth sciences which cannot be solved by classic methods. In particular, the concepts of multi-scaling, recurrence, synchronization, and complex networks have become crucial in the very last decades for a substantially more profound understanding of the dynamics of earthquakes, landslides, or (palaeo-)climate. They can even provide a significantly improved prediction of several high-impact extreme events. Additionally, crucial open challenges in the realm of methodological nature and applications to Earth sciences are given."
2504.04947,Phase transitions in swarm optimization algorithms,"['physics.comp-ph', 'nlin.CD', 'physics.data-an', 'doi', '10.1007/978-3-319-92435-9_15']","['Tomáš Vantuch', 'Ivan Zelinka', 'Andrew Adamatzky', 'Norbert Marwan']","Natural systems often exhibit chaotic behavior in their space-time evolution. Systems transiting between chaos and order manifest a potential to compute, as shown with cellular automata and artificial neural networks. We demonstrate that swarms optimisation algorithms also exhibit transitions from chaos, analogous to motion of gas molecules, when particles explore solution space disorderly, to order, when particles follow a leader, similar to molecules propagating along diffusion gradients in liquid solutions of reagents. We analyse these `phase-like' transitions in swarm optimization algorithms using recurrence quantification analysis and Lempel-Ziv complexity estimation. We demonstrate that converging and non-converging iterations of the optimization algorithms are statistically different in a view of applied chaos, complexity and predictability estimating indicators."
2504.04900,Controlled bit-flip of period-doubling and discrete time crystalline states in open systems,"['quant-ph', 'cond-mat.quant-gas', 'nlin.PS', 'doi', '10.1103/3l49-xdt1']","['Roy D. Jara Jr.', 'Phatthamon Kongkhambut', 'Hans Keßler', 'Andreas Hemmerich', 'Jayson G. Cosme']","In this work, we explore the robustness of a bit-flip operation against thermal and quantum noise for bits represented by the symmetry-broken pairs of the period-doubled (PD) states in a classical parametric oscillator and discrete time crystal (DTC) states in a fully-connected open spin-cavity system, respectively. The bit-flip operation corresponds to switching between the two PD and DTC states induced by a defect in a periodic drive, introduced in a controlled manner by linearly ramping the phase of the modulation of the drive. In the absence of stochastic noise, strong dissipation results in a more robust bit-flip operation in which slight changes to the defect parameters do not significantly lower the success rate of bit-flips. The operation remains robust even in the presence of stochastic noise when the defect duration is sufficiently large. The fluctuations also enhance the success rate of the bit-flip below the critical defect duration needed to induce a switch. By considering parameter regimes in which the DTC states in the spin-cavity system do not directly map to the PD states, we reveal that this robustness is due to the system being quenched by the defect towards a new phase that has enough excitation to suppress the effects of the stochastic noise. This allows for precise control of the bit-flip operations by tuning into the preferred intermediate state that the system will enter during a bit-flip operation. We demonstrate this in a modified protocol based on precise quenches of the driving frequency."
2504.04887,A mechanism for growth of topological entropy and global changes of the shape of chaotic attractors,"['math.DS', 'math.NA', 'nlin.CD']","['Daniel Wilczak', 'Sergio Serrano', 'Roberto Barrio']","The theoretical and numerical understanding of the key concept of topological entropy is an important problem in dynamical systems. Most studies have been carried out on maps (discrete-time systems). We analyse a scenario of global changes of the structure of an attractor in continuous-time systems leading to an unbounded growth of the topological entropy of the underlying dynamical system. As an example, we consider the classical Roessler system. We show that for an explicit range of parameters a chaotic attractor exists. We also prove the existence of a sequence of bifurcations leading to the growth of the topological entropy. The proofs are computer-aided."
2504.04849,Discovering dynamical laws for speech gestures,"['cs.CL', 'nlin.AO', 'doi', '10.1111/cogs.70064']",['Sam Kirkham'],"A fundamental challenge in the cognitive sciences is discovering the dynamics that govern behaviour. Take the example of spoken language, which is characterised by a highly variable and complex set of physical movements that map onto the small set of cognitive units that comprise language. What are the fundamental dynamical principles behind the movements that structure speech production? In this study, we discover models in the form of symbolic equations that govern articulatory gestures during speech. A sparse symbolic regression algorithm is used to discover models from kinematic data on the tongue and lips. We explore these candidate models using analytical techniques and numerical simulations, and find that a second-order linear model achieves high levels of accuracy, but a nonlinear force is required to properly model articulatory dynamics in approximately one third of cases. This supports the proposal that an autonomous, nonlinear, second-order differential equation is a viable dynamical law for articulatory gestures in speech. We conclude by identifying future opportunities and obstacles in data-driven model discovery and outline prospects for discovering the dynamical principles that govern language, brain and behaviour."
2504.04788,Parametrically driven Kerr temporal soliton crystals,"['physics.optics', 'nlin.PS']","['Yifan Sun', 'Clément Dupont', 'Edem Kossi Akakpo', 'Francesco De Lucia', 'Georges Semaan', 'Simon-Pierre Gorza', 'François Leo']","We theoretically investigate the excitation, dynamics of parametrically driven soliton crystals and their resulting frequency combs in doubly resonant cavities with quadratic and cubic nonlinearities. We demonstrate that soliton crystal states act as strong attractors, where pump depletion and pump phase play crucial roles in their stabilization by ensuring equal soliton spacing and coherence. The number of solitons is primarily determined by driving strength. Additionally, we identify a novel nonlinear state in parametric soliton crystals in which circulating solitons periodically alternate their intensities and group velocities, a phenomenon we term the soliton-pursuing states. Furthermore, due to the phase-selective nature of the optical parametric process, we show how different configurations of soliton phases influence the optical frequency combs, which may enable generating odd harmonic combs."
